Francais,Nufi
"Chapitre 30. J'ai déjà…, je n'ai pas encore…, je viens de…, je n'ai jamais…","Nzâknù 30. Ngɑ̌ yá', Ǹ jǎt sì, Ǹ jǎt tɑ̄ mɑ̄, Ǹ dɑ̀' lɑ́…"
"À la fin de ce chapitre, vous serez en mesure de dire j'ai déjà…, je n'ai pas encore…, je viens de…, je n'ai jamais…, en langue fè'éfě'è.","Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh ndēn mɑ́ ǒ yá' ghʉ̌ tɑ̀' wū, ò yǎt sì ghʉ̌ tɑ̀' wū, ò yǎt tɑ̄ mɑ̄ ngʉ́ wū, ò lɑ̀' ghʉ́ wū."
Je n'ai jamais …,Ǹ dɑ̀'… Ǹ dɑ̀' lɑ́…
Je n'ai jamais écouté la radio.,Ǹ dɑ̀'(lɑ́) yū' mbǔ'nkèn(bɑ̄).
Tu n'as jamais … Il/elle n'a jamais …,Ò lɑ̀'(lɑ́) … À lɑ̀'(lɑ́) …
Tu ne m'as jamais aimé.,Ò lɑ̀' kwé' ā(bɑ̄). Ò lɑ̀' lɑ́ kwè' ā(bɑ̄).
Je suis sûr(je peux jurer) que je n'ai jamais été cocufié. Je suis sûr que ma femme n'a jamais eu un amant pendant notre mariage.,Pɑ́ ǹ nnūngùh mɑ́ nzhwīē à lɑ̀' ghén mɑ̄ghɑ̀ɑ̀.
Détestes-tu encore ta mère?,Ǒ nját mbéé mɑ̄ ē é?
Je ne déteste plus ma mère.,Ǹ sǐ' nját mbéé mɑ̄vǒ bɑ̄.
Je n'ai jamais détesté ma mère.,Ǹ dɑ̀' péé mɑ̄vǒ(bɑ̄). Ǹ dɑ̀' lɑ́ pèé mɑ̄vǒ(bɑ̄).
Je ne … plus.,Ǹ sǐ' nját … bɑ̄. Ǹ sǐ' mbát … bɑ̄.
Je ne vole plus.,Ǹ sǐ' nját nzhʉ́ɑ́ bɑ̄. Ǹ sǐ' mbát mbīī wū bɑ̄.
Je ne vais plus à l'école.,Ǹ sǐ' nját ngén ŋwɑ̀'nì bɑ̄.
Personne n'a jamais détesté sa mère.,(Sə̀ə̄)Wèn lɑ̀' péé mɑ̄ ā(bɑ̄).
Ne déteste jamais ton frère.,Ǒ sì lɑ̄' mbéé mēmmɑ̄ è(bɑ̄).
"On n'a jamais su.(Nom propre, Weladji)",Wèn lɑ̀' zhī(Zén wèn bɑ́).
On ne sait jamais.,Wèn sǐ' nzhī bɑ̄.
Chapitre 31. Grammaire.,Nzâknù 31. Sìēmbʉ̄ɑ̄.
"À la fin de ce chapitre, vous aurez un aperçu général de la grammaire des langues bamilékés, et en particulier, celle de la langue fè'éfě'è.","Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mó' mvǎk nɑ́ sìēmbʉ́ɑ́ Pɑ̌mfí'kè', tɑ̀mmíéwǎ', yǐ fè'éfě'è."
Il pleut.,Mbǎk mɑ̀ndō.
Il ne pleut pas.,Mbàk sī mɑ̀ndō bɑ̄.
Il a plu(il y a moins de 6 h).,Mbǎk ló.
Il n'a pas plu(il y a moins de 6 h).,Mbàk kɑ̀' lō(bɑ̄).
Il a plu(il y a plus de 6 h et moins d'une journée).,Mbǎk fhʉ́ndō.
Il n'a pas plu(il y a plus de 6 h et moins d'une journée).,Mbàk kɑ̀' fhʉ̄ndō(bɑ̄).
Il a plu(hier).,Mbàk kɑ̀ló(wāhà).
Il n'a pas plu hier.,Mbàk kɑ̀ sì lō wāhà(bɑ̄).
Il avait plu(il y a de cela au moins deux jours).,Mbàk lɑ̀ló.
Il n'avait pas plu(il y a de cela au moins deux jours).,Mbàk lɑ̀ sì lō(bɑ̄).
Il avait plu(il y a de cela très longtemps).,Mbàk lɑ̀lɑ̌' ndō.
Il n'avait pas plu(il y a de cela très longtemps).,Mbàk lɑ̀ sì lɑ̄' ndō(bɑ̄).
Il pleuvait(régulièrement).,Mbàk lɑ̌'lō/lɑ̌'ndō(ndìàndìà).
Il ne pleuvait pas(régulièrement).,Mbàk lɑ̌' sì' ndō(bɑ̄).
Il va pleuvoir/il pleuvra.,Mbǎk ìndō/mbàk kɑ́lō.
Il ne va pas pleuvoir/il ne pleuvra pas.,Mbàk sī ìndō bɑ̄/mbàk sī kɑ́ lō bɑ̄.
"Il pleuvra(un jour incertain, dans un futur lointain).",Mbàk kɑ́lɑ̄'lō/mbǎk ìndɑ̄'ndō.
Il ne pleuvra jamais.,Mbàk sī kɑ́lɑ̄'lō(sə̀ə̄līē') bɑ̄/mbàk sī ìndɑ̄'ndō(sə̀ə̄līē') bɑ̄.
Assois-toi/assieds-toi!,Sī sīē!
Ne t'assois pas!,Ǒ sì sī sīē(bɑ̄)!
Ferme la porte!,Zhʉ̄ɑ̄' nzhìndʉ̄ɑ̄!
Ne ferme pas la porte!,Ǒ sì zhʉ̄ɑ̄' nzhìndʉ̄ɑ̄(bɑ̄)!
S'il pleut je n'irai pas à l'école.,Mbàk ló mɑ̀ ǹ sǐ' ngén zʉ̌'ŋwɑ̀'nì bɑ̄.
"S'il ne pleut pas, j'irai à l'école.","Mbàk sǐ' ndō bɑ̄, mɑ̀ ngɑ̌ ngén zʉ̌'ŋwɑ̀'nì."
"Si tu vas tout droit, tu y arriveras dans 5 min.","Ò ghěn nkɑ̀ndàk, mɑ̀ ǒ ndáh mbhʉ̄ tî ncō."
"Si tu ne vas pas tout droit, tu te perdras.","Ò sǐ' ngén nkɑ̀ndàk bɑ̄, mɑ̀ ǒ mbīē."
"Si c'est vrai, je t'achèterais à boire; sinon, je te frapperais.","Yāā bɑ̌ fà'á mɑ̀ ngɑ̌ njwēn ndǔ' mbú ò; sí' mbɑ̄ fà'á bɑ̄, mɑ̀ ngɑ̌ mvēn ō(nzáb ō)."
"J'irai au marché aujourd'hui, à moins qu'il ne pleuve.","Ngɑ̌ ìngén ntēē zě'è, lɑ̄ mɑ̀ mbǎk ló."
"Si j'ai de l'argent, je me marierai.","Ngɑ̀ ghʉ̌(ǹ ngʉ̌) nkɑ̄ɑ̄, mɑ̀ ngɑ̌ ndə̄ə̄ndʉ̄ɑ̄."
"Si je n'ai pas d'argent, je ne me marierai pas.","Ǹ sǐ' ngʉ́ nkɑ̄ɑ̄ bɑ̄, mɑ̀ ǹ sǐ' ndə̄ə̄ndʉ̄ɑ̄ bɑ̄."
"Si j'avais de l'argent, je me marierais.","M̀ fhʉ̌ngʉ̌ nkɑ̄ɑ̄, mɑ̀ ngɑ̌ lə́ə́ndʉ̄ɑ̄."
"Si j'avais eu de l'argent, je me serais marié.","M̀ fhʉ̌ tɑ̀ ngʉ́ nkɑ̄ɑ̄, mɑ̀ ǹ dɑ̀lə́ə́ndʉ̄ɑ̄."
"Si j'avais su, je ne serais pas venu.","M̀ fhʉ̌ tɑ̀ nzhī, mɑ̀ ǹ kɑ̀' sɑ́'. M̀(Ngɑ̀) fhʉ̌ mbɑ̄ mɑ̀ ngɑ̌ zhí, mɑ̀ ǹ kɑ̀' sɑ́'."
Chapitre 32. Culture.,Nzâknù 32. Ntʉ́ɑ́ngwè'.
"À la fin de ce chapitre, vous aurez un aperçu du vocabulaire de la culture Bamiléké. En savoir plus sur ce chapitre dans le livre « Ntǎ'Nùfī : Le Grenier du Nùfī » sur Amazon","Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí mó' mvǎk nɑ́ mbíághə̀ə̄ ntʉ́ɑ́ngwě' Pɑ̌mfí'kè'. Ò mɑ̌ncāk làh nzhī zú ntʉ́ɑ́'ngwè' nshʉ́ɑ́ fě'è lè, ò cāk yáá ntám pú'ŋwɑ̀'nǐ «Ntǎ' nùfí» nɑ́ Amazon."
Le roi.,Fʉ̀/Fə̀.
La reine.,Mɑ̂fʉ̀/Mɑ̂fə̀.
"Le prince, la princesse.",Mênfʉ̀.
Le Palais Royal.,Nò'.
Le trône.,Kǒ'fʉ̀.
Une statuette.,Tōtō.
Un masque.,Túpù'.
Les cauris.,Mbām.
Tissu Ndop.,Ndhîndɔ̀.
Couronne de plumes.,Tāk/Mɑ̄kwā'.
Lieu de culte.,Zʉ̌'sīē.
Les ancêtres.,Pɑ̀mɑ̄ngátnzhʉ̀'.
La danse des protecteurs.,Kǔ'ngà'/Nnìɑ̀ngwè'
La queue de cheval.,Sá'lāk.
Le bracelet royal.,Mbónzɑ̀'.
Le collier royal.,Ntóhsì/Kǎmzū.
Le chapeau des notables.,Shʉ̀ɑ̄'nkām.
Le jujube africain(grains de paix).,Ndʉ̀ndām.
Tchutcho'.,Cʉ̀cò'.
Arbre de paix.,Fìènkàk.
Huile de palme.,Pǎ'mvāt/Mvát tʉ̄ʉ̄.
"La mygale, la tarentule.",Ngə̄ə̄.
La malédiction.,Ndòò.
La poule de sacrifice.,Ngâpndòò.
La chèvre de sacrifice.,Mvîndòò.
La cola.,Pìh.
Le raphia.,Nkhʉ̄ɑ̄.
Le vin de raphia.,Ndǔ'nkhʉ̄ɑ̄.
Le fruit de raphia.,Mbǎ'nkhʉ̄ɑ̄.
Chanson.,Yɔ̌nshì.
Qu'est ce qui donne la paix?,Kɑ́ bɑ́ nhɑ̄ Mbūànì?
Sont ce qui donnent la paix.,Yāā bɑ́ nhɑ̄ Mbūànì.
