Column1,French,Nufi
10696," Debout, mets-toi debout!",Tēn thʉ̄! 
10697, l'enfant se tient déjà droit debout.,Móó yá' mɑ̄ntēn thʉ̄ nkɑ̀ndàk 
10698," attends-moi là-bas, reste-là et attends-moi",Tēn sáá mbīɑ̄ bā 
10699," attends un peu, patiente un peu.",Nɑ̄' ntēn 
10700, je ne t'ai pas cité,Ǹ kɑ̀' tēn ō 
10701," j'aime le couscous manioc, l'igname blanche, le manioc, sans compter l'igname jaune","Ngɑ̌ kə̌' nkòmnkòm, kū', ngòòmbōk, nshʉ̀ɑ̀sòm, sì tēn lʉ̀ɑ̀' "
10702," etcetera, etc.",Ntēn kɑ́ ntēn kɑ́ 
10703, le fil de fer,Nkhʉ̌tēn 
10704, la science mécanique.,Zhínǔthítēn 
10707, le fil de fer,Nkhʉ̌tēnɑ̄ 
10708, la science mécanique.,Zhínǔthítēnɑ̄ 
10709, la famille Mbeunabou est grande.,Těndʉ́ɑ́ Mbʉ̂' Nǎ'mbú' yə̄ə̄ 
10710, il y a un kolatier en bas de la concession.,Tɑ̀' thʉ́ pǐh těndʉ̄ɑ̄ 
10711, maladie héréditaire,Ghòō těndʉ̄ɑ̄ 
10712, maladie héréditaire,Ghòō tě'ndʉ̄ɑ̄ 
10713, maladie héréditaire,Ghòō tə̌'ndʉ̄ɑ̄ 
10714, yèh,"Virgule (,) "
10715, tēn,Point (.) 
10716, tēn mbáhsí,Deux points
10717, tēn tè'sínù,Point d'interrogation (?) 
10718, tēn cə́ə́nù,Point d'exclamation (!) 
10719, tēn nkwá' mvʉ̀',Point de suspension (...) 
10720, shìì,Parenthèses ( ) 
10721, cō' shìì,Ouvrez les parenthèses ( 
10722, zhʉ̄ɑ̄' shìì,Fermez les parenthèses ) 
10723, ghěn nkà',À la ligne 
10724, tēn ngén nkà',Point à la ligne
10725, tēn mìmìè.,Point final
10727, ne t'aligne pas.,Ǒ sì tēnkà' 
10728, l'argent de poche,Nkɑ̄ɑ̄ těnpʉ̀ɑ̀ 
10729, Qui a une question?,Wɑ̄ (bɑ̄) ngʉ̌ tě'nù ù ? 
10730, Qui a une question?,Wɑ̄ (bɑ̄) ngʉ̌ tə̌'nù ? 
10731, mes enfants sont très précieux pour moi,Pōō mbǎ mbɑ̄ mɑ̀ pó těnmvǎk mbú à tɑ̀' 
10732, personne n'a jamais été si précieux pour moi comme tu l'es.,Sə̀ə̄wèn lɑ̀' ténmvǎk mbú á pɑ́' wò lɑ́ 
10733, Qui a une question?,Wɑ̄ (bɑ̄) ngʉ̌ tè'sínù ù ? 
10734, Qui a une question?,Wɑ̄ (bɑ̄) ngʉ̌ tə̀'sínù ù ? 
10735, réponse.,Anto. pɑ̌'nù 
10736," cour, devanture de la chefferie",Tètéé nò' 
10737, je sais tisser le filet à vin.,Ngɑ̌ zhí làh nkhʉ̄ɑ̄ tētēē
10738, frappe fortement.,Zǎp tètèn 
10739, la lie du vin,Tètěn ndù' 
10744, personne curieuse,Ntə̀'zɑ̄h 
10745, être curieux,Ntə́'zɑ̄h 
10746, il fait semblant d'apprendre.,Ǎ mɑ̀ntɛ̄ɛ̄sī mɑ́ á mɑ̀nzhī'sī wū 
10753, il manque deux cents,Yáá thǐ nkhʉ̀ pʉ́ɑ́ 
10754, rien n'y manque.,Sə̀ə̄wū kɑ̀' thí nā 
10755, concasse les palmistes et donne-les moi.,Thī mbà' nhɑ̄ mbú à 
10756, il a forgé le couteau,Ǎ thí pīē 
10757, le forgeron est en train de forger le couteau,Nthîlə̀ə́ mɑ̀nthī njāk 
10758, composition des nouveaux mots dans une langue.,Thíghə̀ə̀ 
10759, M. Emo s'exprime très bien en langue maternelle.,Mbɑ̄' Ěmòó nzhī làh nthī ghə̀ə̄lɑ̄' 
10760, l'enfant marche déjà droitement,Móó yá' mɑ̄nnák thíthī 
10761, le prunier,Thʉ́shʉ̄ɑ̄ 
10762, l'avocatier,Thʉ́shʉ́ɑ́ndāk 
10763, l'arbre du fruit noir,Thʉ́mbhʉ̄ 
10764, le cocotier,Thʉ́mbǎ'ndāk 
10765, le kolatier.,Thʉ́pìh 
10766, régime de noix de palme,Thʉ̌ nzʉ̄ 
10767, régime de bananes,Thʉ̌ tòk 
10768, régime de plantains,Thʉ̌ kwèlè' 
10769, l'avocatier,Thʉ́ shʉ́ɑ́ndāk 
10770, ne grimpe pas,Ǒ sì kō' thʉ̄ 
10771, le grenier,Thʉ́ndʉ̄ɑ̄ 
10772, ils sont cinq personnes,Pó pʉ̀ tî 
10773, deux,Pʉ́ɑ́ 
10774, trois,Tāā
10775, cinq,Tî
10776, trois personnes,Pʉ̀ tî 
10777, cinq sacs,Mbʉ̀ɑ̀ ntî 
10778, cinq pieds,Nkhù ntî 
10779, cinq mains,Mbō ntî 
10780, trois fusils,Ngāā ntî 
10781, trois chèvres,Mvī tî 
10782, je te félicite,Ngɑ̌ tám ngáá tú ó mɑ́ tîm! 
10783, félicitations,Tîm! Tîm! 
10784, le fusil,Ngāā 
10785, tirer,Ntām 
10786, félicitation,Ngɑ̌ tám thʉ́ ngáá tú ò 
10787, félicitation pour ton bon travail,Ngɑ̌ tám thʉ́ ngáá tú ó nɑ́ mbè' mfɑ̀' mǒ 
10788," félicitation, bon travail",Ngɑ̌ tám ngáá tú ó mɑ́ tíklìklìklìklìk 
10789, c'est l'onomatopée imitant le bruit de cette arme au-dessus de votre tête.,Tíklìklìklìklìk 
10790, je te félicite,Ngɑ̌ tám ngáá tú ó mɑ́ tíklìklìklìklìk! 
10796," félicitation, bon travail.",Ngɑ̌ tám ngáá tú ó mɑ́ tíklìklìklìklìk 
10797, prends le plus petit,Lǎh yì tìā 
10799, personne n'est à négliger parmi eux.,Sə̌wèn sī ntìā nɑ́ pō bɑ̄ 
10800, ma mère a semé le maïs.,Mɑ̄vǒ tìē ngòfāt 
10801," imprimerie, l'imprimé.",Tìēmɑ̀shîŋ 
10802," fiche d'enregistrement, fiche d'inscription, registre, fichier.",Ncə̀ə̄tìè 
10805," (proverbe) quand il y a l'amour dans le foyer, même la nouvelle accouchée sèvre l'enfant.",Nkwè'nǐmbɑ̄ ndʉ̄ɑ̄ mbɑ̀ mɑ̂vʉ̀ tīē mōō 
10808, il pleure tel un enfant précocement sevré.,Ǎ síé ngé' pɑ́' tìēmōō lɑ́ 
10809, le piment fait éternuer,Sóh mɑ̀ntīēsī 
10814," salut monsieur, salut mon père",Mbə̄ tíì 
10815, M. Suchie,Tíì Sʉ́'shìè 
10816, ils sont cinq personnes,Pó pʉ̀ tíì
10819, cinq,Tíì
10820, trois personnes,Pʉ̀ tíì
10821, cinq sacs,Mbʉ̀ɑ̀ ntíì
10822, cinq pieds,Nkhù ntíì
10823, cinq mains,Mbō ntíì
10824, trois fusils,Ngāā ntíì
10825, trois chèvres,Mvī tíì
10826, mets la marmite au feu,Tʉ̄ɑ̄ cǎk tìì 
10827," porte, enlève la nourriture du feu",Ŋɑ̄' wúzɑ́ tìì 
10828, ils sont cinq personnes,Pó pʉ̀ tīì 
10831, cinq,Tīì
10832, trois personnes,Pʉ̀ tīì
10833, cinq sacs,Mbʉ̀ɑ̀ ntīì
10834, cinq pieds,Nkhù ntīì
10835, cinq mains,Mbō ntīì
10836, trois fusils,Ngāā ntīì
10837, trois chèvres,Mvī tīì
10838, appuie-toi sur la canne et viens,Tīī nshʉ̀ʉ̀ nsɑ́' 
10842, il n'y a pas de bois au foyer,Nshwī sī tììmōh bɑ̄ 
10845," cour, devanture de la chefferie.",Tìtéé nò' 
10846, frappe fortement.,Zǎp tìtèn 
10847, la lie du vin,Tìtěndù' 
10848," se coucher droitement, dans le sens de la longueur.",Nné' títī 
10849, l'enfant marche déjà verticalement,Móó yá' mɑ̄nnák títī 
10850, ligne verticale,Nkà' títī 
10851," le kaolin, le ndʉ̀ndām, le fìènkàk et le tītīānì, c'est ça qui donne la paix","Mbʉ̄ʉ̄, ndʉ̀ndām, fìènkàk pí títìānì, yāā bɑ́nhɑ̄ mbūānì "
10856, il a bataillé et a eu gain de cause.,Ǎ tò' tɑ̀ ngóó 
10857," élection, vote.",Ntǒ'ntò' 
10861, petite maison,Tò' pè'è 
10862, perces-y un trou,Tō mbók nā 
10863, il a bien fabriqué cette chaise.,Ǎ tó làk lɑ́ mbə̀pə̄' 
10871, ils ont commencé la querelle et nous avons gagné.,Pó tō' ncà' pɑ̀h zɑ̄ 
10872, coin resserré,Pə́ə́tō' 
10873, la chambre,Tô'ndʉ̄ɑ̄ 
10874, angle aigu,Pə́tō' 
10875, angle obtus.,Tàátō' 
10876, va détacher la chèvre.anto. càk.,Ghèn ntóh mvī 
10877, je l'ai traversé en route,Ngɑ̌ tóh í mɑ̄nzhì 
10878," il a dépassé les limites, il a exagéré.",Ǎ tóh ndhʉ̀ 
10879," il n'a pas réussi l'examen, il a échoué","À kɑ̀' tōh làksì, ǎ có "
10880, l'extrémité de la liane,Tóh ndʉ̀ɑ̀ 
10881, l'extrémité de l'habit,Tóh ndhī 
10882, l'extrémité du fil,Tóh nkhʉ̀ 
10883," il a du vampirisme, c'est un vampire",Tóh vǎm ì 
10884, sa femme est un vampire,Nzhwīē í ghʉ̌ tōh 
10885," Ngako m'a fait cadeau de son argent, par fâcherie",Ngǎ'kǒ tóh nkɑ̄ɑ̄ bǐ mbú à 
10887, sans caleçon,Sì tǒhtèn 
10889, l'oreille du chien,Tók mvʉ̄ɑ̄ 
10890, mon oreille démange,Tōk á mɑ̀njóh 
10891, société dont les membres portent des masques à larges oreilles.,Pɑ̀ɑ̀ntōk 
10892, creuse un trou.,Tōk tɑ̀' mbōk 
10893, on a déjà enterré le cadavre.,Pó yá' tōk fhʉ́wèn 
10894, j'ai creusé une patate,Ngɑ̌ tók tɑ̀' tók njò' 
10895," route carrossable, route praticable, grande route",Tóknzhì 
10898, il a une bonne ouïe,Ǎ ghʉ̌ tɑ̀' mbə̀' tókyū' 
10899," il a une mauvaise audition, il est sourd.","Tókyū' zǐ sìpə̀', ǎ mɑ́ mbǔ'ntōk "
10900, notre pays,"Tōm yòh, tómngwè' yòh "
10901, cette affaire est allée au-delà des frontières du pays,Nù lɑ́ yɑ̄' tōm 
10902, ne faites pas en sorte que cette nouvelle aille hors du pays.,Pěn sì ghʉ́ cwè' lɑ́ yɑ̄' tōm 
10904," viatique, vivre qu'on mange au cours d'un voyage.",Ncɑ̀ɑ̀tōm 
10905, va dehors,Tōm ngén nzɑ̄ 
10906, un miracle s'est produit.,Shʉ̀ɑ́nǔ tóm 
10910, voyager,"Ngén tōm, ngén tə̄b "
10911, viatique,Ncɑ̀ɑ̀tōm 
10912, j'ai déjà dépêché la nouvelle.,Ngɑ̌ yá' tōm nkèn 
10913, on m'a commissionné.,Pó tōm ā 
10914, on l'a battu à la boxe,Pó zàb í nɑ́ tómbō 
10918, il n'y a pas de règle sans exception.,Sə̀ə̄ kèè lɑ̀' bɑ̄ sì tómfhʉ̀' 
10919," personne unique en son genre, qui n'agit pas comme le commun des mortels",Tómfhʉ̀' wèn 
10920, un surdoué,Tómfhʉ̀'nzhînù 
10921, miracle,Tómfhʉ̀'nù 
10922," exceptionnel, particulier, unique, extraordinaire, remarquable",Tómfhʉ̀' 
10924, un surdoué.,Tómfhʉ̀'nzhînù 
10926," personne unique en son genre, qui n'agit pas comme le commun des mortels.",Tómfhʉ̀' wèn 
10927, cette chose est particulière.,Wū lě mɑ́ tómfʉ̀' 
10929," personne unique en son genre, qui n'agit pas comme le commun des mortels",Tómfʉ̀' wèn 
10930, un surdoué,Tómfʉ̀'nzhînù 
10935, ils sont en tourisme,Pó mɑ̀ tómyíízʉ̀' 
10936, je suis allé en tourisme,Ngɑ̌ ghěn mɑ̀ tómyíízʉ̀' 
10937, le tourisme est bien,"Kááyíízʉ̌' mbɑ̄ mɑ̀ yáá pè', kááyíízʉ̌' pè' "
10938, l'éco-tourisme.,Tómyíízʉ̌' kó'sīē 
10939, le feu m'a brulé.,Móh tòò nā 
10940, on a pansé ma blessure.,Pó tòō fāk zǎ 
10941," J'aime le gros plantain rôti, avec de l'huile rouge et du sel.",Ngɑ̌ nkwé' tòō tòò pí pǎ'mvāt mbɑ̀ ngwā' 
10943, tamtam mince et effilé,Fà' (pl. mfà') 
10947, mmɑ́' ngòp hě' nɑ́ tōō ndáh nkāpsī.,Nsə́b tōō 
10948, on a étayé le bananier.,Pó tōō kòlə̀' 
10949, il le ménage pour qu'il ne se fâche pas.,"Ǎ kòntōōsī í, á pɑ́' njā'nthʉ̄ "
10950, ne m'espionne pas,Pɑ́' ntōō nā 
10951," personne au dos arrondi, bossu.",Tóónkòò 
10952, il a chanté et on l'a apprécié par des cris d'encouragement.,Ǎ yǒhnshì pō tōōngǒk těn ì 
10953, on l'a hué pour son mauvais travail,Pó tòōngǒk těn ǐ nɑ́ mfɑ̀' sìpè' mī 
10954, Suis-je ton boy?,Ngɑ̌ mɑ́ tóónkòò nò ó ? 
10955, arrête avec précaution,Cāp pí tōòsì 
10956, tiens ce verre avec précaution,Cāp ntū' lɑ́ pí tōòsì 
10957, cet enfant tient précieusement son livre.,Mōō lɑ́ ncāp ŋwɑ̀'nì ì pí tōòsì 
10958," précieusement, soigneusement, minutieusement, scrupuleusement",Pí tōòsì 
10959, elle a scrupuleusement traité cette affaire,Ǎ lɑ̌' nù lɑ́ pí tōòsì 
10960, cet homme examine tout scrupuleusement,Mbā' lɑ́ ndə̄'sī mbɑ̀kɑ́lɑ̄ pí tōòsì 
10961, arrête avec précaution,Cāp pí tōōsì 
10962, tiens ce verre avec précaution,Cāp ntū' lɑ́ pí tōōsì 
10963, cet enfant tient précieusement son livre.,Mōō lɑ́ ncāp ŋwɑ̀'nì ì pí tōōsì 
10964," précieusement, soigneusement, minutieusement, scrupuleusement",Pí tōōsì 
10967," sors du coin, sors de ta cachette",Fhʉ̄ tō'sī ntōm 
10968, jette les poules dans le coin,Mɑ̌' ngáp tō'sī 
10969, j'ai de maux de tête,Tū á mɑ̀nkóm ā 
10970, mon père a les maux de tête,Tú mbɑ̄' ó mɑ̀nkə́b ī 
10972, tu donneras une tête de chèvre (sous forme d'amende),Ò kɑ́hɑ̄ tú mvī 
10973, soi-même,Túnā 
10974, je l'ai réalisé tout seul.,Ngɑ̌ ghʉ̌ yāā kwɑ̀' túnā ā 
10975," pour, au nom de, à la place de",Nɑ́tū 
10976, j'ai toléré au nom de l'amour,Ngɑ̌ pén nɑ́tú nkə̀'nì 
10977, le chevet du lit,"Tūkwēn, tūkwéndʉ̄ɑ̄ "
10978," celui, ou ce qui fait fonctionner quelque chose",Túmōh 
10979, C'est M. Tcheulahwie qui est le leader de la langue nùfī.,Mbɑ̂' Cwè'lɑ̀'hwīē bɑ́ túmóh nùfī 
10980, Poème,Ghə̀ə̀mɑ̀tū 
10981," cet homme est bossu, c'est un dos-rond",Mbā' lɑ́ mɑ́ tú'nkòò 
10982, une boule de couscous manioc,Tɑ̀' tú' nkòmmnkòm 
10983, bouquet de fleur,Tú'nsə̀ə̀ 
10984," une monticule, un tertre, une motte de terre",Tú'cɑ̄' 
10985, mère de Tǔ'kām,Mɑ̂tǔ'kām 
10988, le fonds de commerce est fini,Tùà ntéé mìè 
10991, se dit en guise de remerciement à quelqu'un qui vous a donné quelque chose,Tʉ̀ɑ̀' tʉ̀ɑ̀' 
10992," Merci Seigneur, Je rends grâce à Dieu.",Tʉ̀ɑ̀' tʉ̀ɑ̀' mbɑ̌ Sīē 
10993," jeu bizarre, amusement insensé","Kìkén tʉ̀ɑ̀', tèèsí tʉ̀ɑ̀' "
10996, il batifole avec sa bien-aimée,Yɑ̄ɑ̄ pí mēngābɑ̄yū' í mɑ̀ntʉ́ɑ́'sí 
10999," tu blagues avec la mort, tu tentes la mort, tu risques ta vie",Ǒ mɑ̀ntʉ́ɑ́' pí wūɑ̀kɔ̀ 
11000, Béni soit Dieu.,Tʉ̀ɑ̀' tʉ̀ɑ̀' mbɑ̌ Sīē 
11001, pose ma nourriture sur la table,Tʉ̄ɑ̄ wúzɑ́ á ndòm nkò' 
11002," il m'a inculpé, il m'a incriminé",Ǎ tʉ́ɑ́ nǔ tú à 
11003," conter, raconter des fables, faire des récits à la veillée",Ntʉ̄ɑ̄ nkālɑ̄ 
11004, Qui fut l'instaurateur de cette réunion?,Wɑ̄ bɑ̄ lɑ̀tʉ̄ɑ̄ kòm béé sīē ɛ̄ ? 
11006," ce piment n'a même pas piqué, même un tout petit peu",Sōh lɑ́ kɑ̀' tʉ̄ɑ̄ mbɑ̀ nēhē 
11008, il a beaucoup fait soleil depuis hier,Nǎm tʉ́ɑ́ fhʉ̄ wāhà tɑ̀' 
11009, se coucher,Nè' 
11010, le soleil s'est couché.,Nǎm nè' 
11017," ils en sont venus aux mains, ils ont lutté, ils ont bagarré.",Pó tʉ̄ɑ̄' nkwàà 
11018," prendre, recevoir quelque chose avec deux mains en guise de politesse et de remerciement",Tʉ̄ɑ̄' mbō 
11019," si quelqu'un t'offre quelque chose, prends avec deux mains","Wèn hɑ̌ wú mbú ò, ò tʉ̄ɑ̄' mbō tɑ̄ nkō "
11020, (proverbe) celui qui est reconnaissant profite toujours,Ntʉ̄ɑ̀'mbō lɑ̀' sə̄ə̄ wū 
11021," je suis reconnaissant de ton aide, je te sais gré de ton aide.",Ngɑ̌ tʉ́ɑ́'mbó nɑ́ kōsì ò 
11022," l'allégorie, le conte du lièvre et de la panthère",Tʉ́ɑ́nkātlɑ́ sɑ̄' sōā pí sɑ̂' nə̀ə̀nzhwìè 
11023," le trou, un creux.",Tʉ̄ɑ̄ 
11024, Qui donnera ma part de fonds de commerce?,Wɑ̌ kɑ́ hɑ̄ yà tùàntēē ē ? 
11025, l'évier,Tʉ́ɑ́sǒhnkā'
11026, le lavabo,Tʉ́ɑ́sǒhsī
11027, la baignoire,Tʉ́ɑ́sǒhnā
11028, on lave les assiettes dans l'évier,Pó nsóh nká' ntám tʉ́ɑ́sǒhnkā'
11029, on se lave dans la baignoire,Pó nsóh ná ntám tʉ́ɑ́sǒhnā
11030, il se brosse dans le lavabo.,Ǎ mɑ̀nshú' nsè' mǐ ntám tʉ́ɑ́sǒhsī
11032," les jeunes garçons et les jeunes filles batifolent, et moi je suis resté solitaire.","Póósòm píá póóngòó njōkò ntʉ́ɑ́'sí, ǹ njāt ndʉ̄ɑ̄ ndǒk à "
11033, béni soit Dieu,Tʉ̀ɑ̀'tʉ̀ɑ̀' mbɑ̌ Sīē 
11034," la convoitise, l'envie est un vilain défaut",Tʉ́ɑ́zɑ́h mɑ́ tɑ̀' mbìà sìpə̀' 
11035," la convoitise, l'envie est un vilain défaut",Tʉ́ɑ́zə́h mɑ́ tɑ̀' mbìà sìpə̀' 
11036, il a honte,Túfhǔ mɑ̀nkō ī 
11038, c'est scandaleux.,Nǔtúfhù bɑ́ 
11039, j'ai pitié de toi.,Túfhù ó mɑ̀nkō ā 
11040, elle a honte.,Túfǔ mɑ̀nkō ī 
11041, j'ai pitié de toi,Túfù zǒ mɑ̀nkō ā 
11042, aie pitié de moi,Ɑ́ túfù ā kō ō 
11043, elle a honte.,Túfʉ̌ mɑ̀nkō ī 
11044, j'ai pitié de toi,Túfʉ̀ ó mɑ̀nkō ā 
11045, aie pitié de moi,Ɑ́ túfʉ̀ ā kō ō 
11046, les orteils.,Ntúkhù 
11047," première étape du sommeil, mais profond",Ntúlōh
11048," un somme, un petit sommeil",Vʉ̀vʉ́ lōh 
11049, le contraire de la pluie c'est le soleil,Túmâ' mbǎk mɑ́ nàm 
11050, le contraire de rire c'est pleurer,Túmâ' zhwìè mɑ́ ghè' 
11051, je te félicite,Ngɑ̌ tám ngáá tú ó mɑ́ tûm! 
11052, Félicitations,Ngɑ̌ tám ngáá tú ó mɑ́ tíklìklìklìklìk tûm! 
11056, félicitation pour ton bon travail.,Ngɑ̌ tám thʉ́ ngáá tú ó nɑ́ mbè' mfɑ̀' mǒ 
11057, Quelle est ta profession?,Yò túmfɑ̌' mɑ́ kɑ́ ? 
11058, Agent immobilier,Ngà'nzhǐ nɑ́ nǔ nákpè'/fěnpè'è 
11059, Agent secret,Nnɑ̂'wèn 
11060, Agriculteur,Nzʉ̂'nʉ̀ɑ̀ 
11061, Analyste financier,Ncâkntěn nɑ́ nǔnkɑ̄ɑ̄ 
11062, Animateur télé,Mmɑ̀'kwǎ' ntám mbǔ'nkěn-yīīsì 
11063, Artiste,Ngà'vʉ̀ 
11064, Avocat,Nkôntā' 
11065, Bagagiste,Nŋɑ̂'pʉ̀ɑ̀ 
11066, Balayeur,Njòhzʉ̀' 
11067, Barman,Mfèndù' 
11068, Bibliothécaire,Ngà'mfɑ̌' ndʉ̄ɑ̄ ntǎ'ŋwɑ̀'nì 
11069, Bijoutier,Nnìɑ̀zū/nthîzū 
11070, Boucher,Mfènmbɑ̀ɑ̀/ngwààmbɑ̀ɑ̀ 
11071, Boulanger,Nnìɑ̀tòòndāk 
11072, Bûcheron,Ngwààtàm 
11073, Caméraman/photographe,Ndàhnìnì 
11074, Chanteur,Njɔ̀nshì 
11075, Charcutier,Mfèn ngʉ̄nə̀ə̀/ngwàà ngʉ̄nə̀ə̀ 
11076, Charpentier,Nshwììpè'è 
11077, Chef d'entreprise,Nsɑ̂' lə̀ə̀/nsɑ̂' mfɑ̀' 
11078, Chef/directeur d'usine,Táàlə̀ə̀ 
11079, Chercheur en nouvelles technologies de l'information et de la communication,Ncâkngǎ' nɑ́ zúvʉ̀ fī 
11080, Chercheur,Ncâkngà' 
11081, Chirurgien,Nsēèwèn 
11082, Chômeur,Mvɑ̂hnēhē 
11083, Clown,Ngà'ncàhsì 
11084, Coiffeur,Nkōòtū 
11085, Comptable,Nsâhzū/nsâhnkɑ̄ɑ̄ 
11086, Cordonnier,Nnìɑ̀ncāt 
11087, Couturier/couturière,Ntâmndhī 
11088, Cuisinier/cuisinière,Ndə̄ə̀càk/nnâ'càk 
11089, Danseur (se),Nzênshì 
11090, Décorateur,Nkēèzū 
11091, Dentiste,Ngà'kǎ'nsə̀' 
11092, Détective,Nnɑ̂'wèn 
11093, Eboueur,Ngwɑ̂'mbī'/ngwɑ̂'ghǎ'zʉ̄ 
11094, Écrivain (e),Ntìèŋwɑ̀'nì 
11095, Électricien,Ngà' mfɑ̌'mōh 
11096," Éleveur, une éleveuse",Nnâknə̀ə̀ 
11097, Enseignant(e)/professeur(e),Nsìèsì 
11098, Étudiant(e),Ngà'ŋwɑ̀'nì 
11099, Expert,Nshʉ̀ɑ̀yɑ́' nzhînù/Nshʉ̀ɑ̀yɑ́' ncâkngà' 
11100, Facteur,Ngɑ̀ɑ̀ŋwɑ̀'nì 
11101, Femme au foyer,Nzhwīèndʉ̄ɑ̄ 
11102, Femme de ménage,Ngòōndʉ̄ɑ̄ 
11103, Fleuriste,Ngà' mfɑ̌'nsə̀ə̀ 
11104, Forgeron,Nthîlə̀ə̀ 
11105, Gardien de nuit,Mbīɑ̀zʉ̀' sū'/thʉ̄' 
11106," Guitariste, harpiste",Mbû'lōk 
11107, Homme de ménage/boy,"Sǒmndʉ̄ɑ̄/sə̌bndʉ̄ɑ̄, mēnkhʉ̄ɑ̄/mʉ̄nkhʉ̄ɑ̄ "
11108, Hôtesse de l'air/hôtesse d'avion,Ndàhwěn ndʉ̂'fōh/sâktēnɑ̄ Ngà'mfɑ̌' ndʉ̂'fōh/sâktēnɑ̄ 
11109, Infirmier/infirmière,"Ncwènghòò/ndhìghòò, mfɑ̀'kà' "
11110, Informaticien,Ncâkngǎ' nɑ́ zhínǔ sāhndó' 
11111, Informatique,Zhínǔ sāhndó' 
11112, Ingénieur en informatique,Ngà'vʉ̌ nɑ́ zhínǔ sāhndó' 
11113, J'ai été licencié(e),Pó yòk á mfɑ̀' Pó tēh á mfɑ̀' 
11114, J'ai ma propre entreprise,Ngɑ̌ ghʉ̌ tɑ̀' lə̀ə̀ 
11115, J'ai un restaurant,Ngɑ̌ ghʉ̌ tɑ̀' ndʉ̄ɑ̀wúzɑ̄ 
11116, Je cherche du travail,Ngɑ̌ mɑ̀ncāk mfɑ̀' 
11117, Je fais du volontariat/bénévolat,Ngɑ̌ mfɑ́' pə̌'nthʉ̄ 
11118, Je ne travaille pas en ce moment,Ǹ sī mɑ̀mfɑ́' ntìé' bɑ̄ 
11119, Je reste à la maison et m'occupe des enfants,Ngɑ̌ nsī mbèè mɑ̄mfɑ́' nɑ́ pʉ̄nkhʉ̄ɑ̄ 
11120, Je suis à la recherche d'un emploi,Ngɑ̌ mɑ̀ncāk mfɑ̀' 
11121, Je suis à la retraite,Ngɑ̌ ténɑ́ mfɑ̀' 
11122," Je suis au chômage, je suis sans travail",Ngɑ̌ mɑ̀mvɑ̄h nēhē 
11123, Je suis en formation de guitariste,Ngɑ̌ mɑ̀nzhī'sī làh mbɑ̄ mbû'lōk 
11124, Je suis en stage,Ngɑ̌ mɑ̀ngʉ́ tēhsípō/tēhsítū 
11125, Je suis stagiaire en médecine,Ngɑ̌ mɑ̀ngʉ́ tēhsípó/tēhsítú nɑ́ mfɑ̌'kà' 
11126, Je suis/travaille à mon compte,Ngɑ̌ mfɑ́' ndǒk à (Litt Je travaille seul) 
11127, Je travaille avec des handicapés,Ngɑ̌ mfɑ́' nɑ́ pɑ̀nkɑ̀yɑ̀'/nkɑ̀zhʉ̀ɑ̀' 
11128, Journaliste,Nsìènkèn 
11129, Juge,Nsɑ̂'ncà'/ndɑ̀'ncà' 
11130, Kinésithérapeute,Nsèn-wèn 
11131, Livreur,Ngɑ̀ɑ̀pū' 
11132, Maçon,"Nkwâtpè'è, mbōòpè'è "
11133, Maître d'hôtel,Nsɑ̂'ndʉ̄ɑ̀ngèn 
11134, Manucure (personne exerçant de la manucure),Ngà'mfɑ̌'nkàb 
11135, Marin,Ngà'mfɑ̌'ndʉ̂'nshì 
11136, Mécanicien automobile,Nnìɑ̀ ndʉ̄' 
11137, Médecin,Ngà'kà'/mfɑ̀'kà'/ncwèn ghòò 
11138, Menuisier,Nkōònthʉ̄ 
11139," chanteur, singer ",Mbû'nshì/nnìɑ̀nshì Cf. Njɔ̀nshì 
11140, On m'a licencié(e) il y a neuf mois,Pō lɑ̀yǒk/lɑ̀těh á mfɑ̀' yáá yá' ghʉ̌ ŋúnzɑ̄ vʉ̀'ʉ̄ 
11141, Où travailles-tu?,Ǒ mfɑ́' mɑ̀ hɑ̄? 
11142, Payer les heures supplémentaires,Ncō' shwì'ndɑ̀h 
11143, Pêcheur,Ndù'mbìè/ngòòmbɑ̀ɑ̄nshì 
11144, Peintre en bâtiment,Nsî' pè'è 
11145," militaire, military ",Nŋwâtlɑ̄' Cf. Mɑ̄njə̀'/mɑ̄njwè' 
11146, Portier,Mbīɑ̀ndʉ̄ɑ̄ 
11147, Potier,Mbōòcàk 
11148, Pour qui travailles-tu?,Ǒ mfɑ́' mbí wɑ̄? Ǒ mfɑ́' nɑ́ pó wɑ̄? 
11149," Précepteur (enseignant à domicile), répétiteur",Nsìèsǐndʉ̄ɑ̄ 
11150, Que fais-tu comme travail? Quel genre de travail fais-tu?,Yāā ntīē mfɑ̀' tɑ́ ó mfɑ́' ɑ̄? 
11151, Qu'est-ce que tu fais dans la vie?,Kɑ́ tɑ́ ó ngʉ́ ʉ̄/mfɑ́' ɑ̄? Yò túmfɑ̌' mɑ́ kɑ́? 
11152, Qu'est-ce que tu fais? Quelle est ta profession?,Kɑ́ tɑ́ ó ngʉ́ ʉ̄/mfɑ́' ɑ̄? Yò túmfɑ̌' mɑ́ kɑ́? 
11153, Qui est ton employeur?,Wɑ̄ bɑ́ mbɑ̄'mfɑ̀' mō? Wɑ̄ bɑ́ yò mbɑ̄'mfɑ̀'? 
11154, Réceptionniste,Ndàhngèn 
